instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,windspeed_actual,day_temp_actual,day_hum_actual,day_windspeed_actual,day_cnt
5428,2011-08-19,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,19,20,22.080000000000002,89.0,0.0,28.085,72.2917,9.333635999999998,4153
5429,2011-08-19,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8,8,22.080000000000002,83.0,0.0,28.085,72.2917,9.333635999999998,4153
5430,2011-08-19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,1,3,22.080000000000002,78.0,0.0,28.085,72.2917,9.333635999999998,4153
5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8,22.080000000000002,83.0,0.0,28.085,72.2917,9.333635999999998,4153
5432,2011-08-19,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,16,17,22.080000000000002,83.0,0.0,28.085,72.2917,9.333635999999998,4153
5433,2011-08-19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,91,93,22.080000000000002,83.0,0.0,28.085,72.2917,9.333635999999998,4153
5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263,23.020000000000003,83.0,6.0032,28.085,72.2917,9.333635999999998,4153
5435,2011-08-19,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,368,398,23.020000000000003,83.0,0.0,28.085,72.2917,9.333635999999998,4153
5436,2011-08-19,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218,24.9,65.0,8.9981,28.085,72.2917,9.333635999999998,4153
5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165,25.839999999999996,62.0,6.0032,28.085,72.2917,9.333635999999998,4153
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,25.839999999999996,66.0,6.0032,28.085,72.2917,9.333635999999998,4153
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222,26.78,62.0,6.0032,28.085,72.2917,9.333635999999998,4153
5440,2011-08-19,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,27.72,62.0,12.998000000000001,28.085,72.2917,9.333635999999998,4153
5441,2011-08-19,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220,28.660000000000004,55.00000000000001,12.998000000000001,28.085,72.2917,9.333635999999998,4153
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,29.6,49.0,7.0015,28.085,72.2917,9.333635999999998,4153
5443,2011-08-19,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,261,327,29.6,49.0,0.0,28.085,72.2917,9.333635999999998,4153
5444,2011-08-19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527,27.72,57.99999999999999,35.0008,28.085,72.2917,9.333635999999998,4153
5445,2011-08-19,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425,27.72,57.99999999999999,35.0008,28.085,72.2917,9.333635999999998,4153
5446,2011-08-19,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165,21.14,73.0,31.0009,28.085,72.2917,9.333635999999998,4153
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58,21.14,83.0,19.999499999999998,28.085,72.2917,9.333635999999998,4153
5448,2011-08-19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107,21.14,83.0,8.9981,28.085,72.2917,9.333635999999998,4153
5449,2011-08-19,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122,20.2,88.0,8.9981,28.085,72.2917,9.333635999999998,4153
5450,2011-08-19,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106,20.2,88.0,6.0032,28.085,72.2917,9.333635999999998,4153
5451,2011-08-20,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128,20.2,88.0,0.0,28.5975,67.41669999999999,6.999289,5191
5452,2011-08-20,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.0,12,35,47,21.14,83.0,0.0,28.5975,67.41669999999999,6.999289,5191
5453,2011-08-20,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.0,10,59,69,21.14,78.0,0.0,28.5975,67.41669999999999,6.999289,5191
5454,2011-08-20,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51,21.14,78.0,0.0,28.5975,67.41669999999999,6.999289,5191
5455,2011-08-20,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.0,1,6,7,20.2,88.0,0.0,28.5975,67.41669999999999,6.999289,5191
5456,2011-08-20,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8,20.2,83.0,0.0,28.5975,67.41669999999999,6.999289,5191
5457,2011-08-20,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24,20.2,83.0,8.9981,28.5975,67.41669999999999,6.999289,5191
5458,2011-08-20,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.0,8,36,44,21.14,83.0,0.0,28.5975,67.41669999999999,6.999289,5191
5459,2011-08-20,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133,23.020000000000003,69.0,0.0,28.5975,67.41669999999999,6.999289,5191
5460,2011-08-20,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,51,139,190,24.9,65.0,0.0,28.5975,67.41669999999999,6.999289,5191
5461,2011-08-20,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306,25.839999999999996,62.0,7.0015,28.5975,67.41669999999999,6.999289,5191
5462,2011-08-20,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,115,223,338,25.839999999999996,57.99999999999999,0.0,28.5975,67.41669999999999,6.999289,5191
5463,2011-08-20,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409,26.78,57.99999999999999,8.9981,28.5975,67.41669999999999,6.999289,5191
5464,2011-08-20,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378,27.72,55.00000000000001,8.9981,28.5975,67.41669999999999,6.999289,5191
5465,2011-08-20,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,29.6,49.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5466,2011-08-20,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,29.6,43.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5467,2011-08-20,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,29.6,46.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5468,2011-08-20,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,29.6,49.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5469,2011-08-20,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,27.72,57.99999999999999,16.997899999999998,28.5975,67.41669999999999,6.999289,5191
5470,2011-08-20,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,26.78,62.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5471,2011-08-20,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,26.78,62.0,15.001299999999999,28.5975,67.41669999999999,6.999289,5191
5472,2011-08-20,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,25.839999999999996,70.0,15.001299999999999,28.5975,67.41669999999999,6.999289,5191
5473,2011-08-20,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,24.9,74.0,12.998000000000001,28.5975,67.41669999999999,6.999289,5191
5474,2011-08-20,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,24.9,74.0,8.9981,28.5975,67.41669999999999,6.999289,5191
5475,2011-08-21,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,24.9,74.0,12.998000000000001,29.144153000000003,77.0,16.666518,3873
5476,2011-08-21,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,23.96,79.0,15.001299999999999,29.144153000000003,77.0,16.666518,3873
5477,2011-08-21,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,23.96,79.0,12.998000000000001,29.144153000000003,77.0,16.666518,3873
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,23.020000000000003,83.0,15.001299999999999,29.144153000000003,77.0,16.666518,3873
5479,2011-08-21,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,23.96,83.0,15.001299999999999,29.144153000000003,77.0,16.666518,3873
5480,2011-08-21,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,23.020000000000003,89.0,19.999499999999998,29.144153000000003,77.0,16.666518,3873
5481,2011-08-21,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,23.020000000000003,89.0,19.0012,29.144153000000003,77.0,16.666518,3873
5482,2011-08-21,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,23.96,83.0,19.999499999999998,29.144153000000003,77.0,16.666518,3873
5483,2011-08-21,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,24.9,79.0,15.001299999999999,29.144153000000003,77.0,16.666518,3873
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,25.839999999999996,74.0,15.001299999999999,29.144153000000003,77.0,16.666518,3873
5485,2011-08-21,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,26.78,74.0,16.997899999999998,29.144153000000003,77.0,16.666518,3873
5486,2011-08-21,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,29.6,63.0,19.0012,29.144153000000003,77.0,16.666518,3873
5487,2011-08-21,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,30.54,59.0,19.0012,29.144153000000003,77.0,16.666518,3873
5488,2011-08-21,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,29.6,59.0,27.999299999999998,29.144153000000003,77.0,16.666518,3873
5489,2011-08-21,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,24.9,79.0,26.0027,29.144153000000003,77.0,16.666518,3873
5490,2011-08-21,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,24.9,84.0,19.0012,29.144153000000003,77.0,16.666518,3873
5491,2011-08-21,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258,25.839999999999996,79.0,11.0014,29.144153000000003,77.0,16.666518,3873
5492,2011-08-21,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270,25.839999999999996,79.0,8.9981,29.144153000000003,77.0,16.666518,3873
5493,2011-08-21,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311,25.839999999999996,79.0,16.997899999999998,29.144153000000003,77.0,16.666518,3873
5494,2011-08-21,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282,25.839999999999996,70.0,16.997899999999998,29.144153000000003,77.0,16.666518,3873
5495,2011-08-21,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,24.9,79.0,16.997899999999998,29.144153000000003,77.0,16.666518,3873
5496,2011-08-21,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138,24.9,79.0,16.997899999999998,29.144153000000003,77.0,16.666518,3873
5497,2011-08-21,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,24.9,79.0,12.998000000000001,29.144153000000003,77.0,16.666518,3873
5498,2011-08-21,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,24.9,74.0,11.0014,29.144153000000003,77.0,16.666518,3873
5499,2011-08-22,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,23.96,79.0,11.0014,28.358347000000002,47.0,18.54225,4758
5500,2011-08-22,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,23.96,79.0,6.0032,28.358347000000002,47.0,18.54225,4758
5501,2011-08-22,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,24.9,65.0,7.0015,28.358347000000002,47.0,18.54225,4758
5502,2011-08-22,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,24.9,65.0,8.9981,28.358347000000002,47.0,18.54225,4758
5503,2011-08-22,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,23.96,65.0,12.998000000000001,28.358347000000002,47.0,18.54225,4758
5504,2011-08-22,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,23.020000000000003,65.0,23.9994,28.358347000000002,47.0,18.54225,4758
5505,2011-08-22,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,23.020000000000003,61.0,19.999499999999998,28.358347000000002,47.0,18.54225,4758
5506,2011-08-22,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,23.020000000000003,61.0,22.0028,28.358347000000002,47.0,18.54225,4758
5507,2011-08-22,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,23.020000000000003,61.0,22.0028,28.358347000000002,47.0,18.54225,4758
5508,2011-08-22,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,23.96,54.0,16.997899999999998,28.358347000000002,47.0,18.54225,4758
5509,2011-08-22,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,24.9,48.0,19.0012,28.358347000000002,47.0,18.54225,4758
5510,2011-08-22,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,25.839999999999996,34.0,22.0028,28.358347000000002,47.0,18.54225,4758
5511,2011-08-22,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207,26.78,35.0,26.0027,28.358347000000002,47.0,18.54225,4758
5512,2011-08-22,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205,26.78,30.0,31.0009,28.358347000000002,47.0,18.54225,4758
5513,2011-08-22,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225,26.78,30.0,26.0027,28.358347000000002,47.0,18.54225,4758
5514,2011-08-22,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199,26.78,30.0,19.999499999999998,28.358347000000002,47.0,18.54225,4758
5515,2011-08-22,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320,26.78,30.0,26.0027,28.358347000000002,47.0,18.54225,4758
5516,2011-08-22,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591,26.78,27.0,22.0028,28.358347000000002,47.0,18.54225,4758
5517,2011-08-22,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609,25.839999999999996,28.000000000000004,19.999499999999998,28.358347000000002,47.0,18.54225,4758
5518,2011-08-22,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416,24.9,30.0,19.0012,28.358347000000002,47.0,18.54225,4758
5519,2011-08-22,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,23.020000000000003,34.0,12.998000000000001,28.358347000000002,47.0,18.54225,4758
5520,2011-08-22,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208,22.080000000000002,38.0,12.998000000000001,28.358347000000002,47.0,18.54225,4758
5521,2011-08-22,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153,22.080000000000002,38.0,19.999499999999998,28.358347000000002,47.0,18.54225,4758
5522,2011-08-22,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64,21.14,41.0,16.997899999999998,28.358347000000002,47.0,18.54225,4758
5523,2011-08-23,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35,20.2,43.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5524,2011-08-23,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19,19.259999999999998,49.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5525,2011-08-23,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6,18.320000000000004,52.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5526,2011-08-23,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6,18.320000000000004,52.0,19.0012,26.274153,45.5417,9.833121,5895
5527,2011-08-23,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5,17.380000000000003,56.00000000000001,11.0014,26.274153,45.5417,9.833121,5895
5528,2011-08-23,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36,17.380000000000003,56.00000000000001,12.998000000000001,26.274153,45.5417,9.833121,5895
5529,2011-08-23,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114,17.380000000000003,60.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5530,2011-08-23,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344,20.2,49.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5531,2011-08-23,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0.0,43,461,504,21.14,50.0,0.0,26.274153,45.5417,9.833121,5895
5532,2011-08-23,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0.0,34,191,225,23.020000000000003,44.0,0.0,26.274153,45.5417,9.833121,5895
5533,2011-08-23,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0.0,56,92,148,24.9,37.0,0.0,26.274153,45.5417,9.833121,5895
5534,2011-08-23,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186,24.9,34.0,7.0015,26.274153,45.5417,9.833121,5895
5535,2011-08-23,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237,24.9,39.0,6.0032,26.274153,45.5417,9.833121,5895
5536,2011-08-23,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234,25.839999999999996,30.0,7.0015,26.274153,45.5417,9.833121,5895
5537,2011-08-23,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651,25.839999999999996,30.0,6.0032,26.274153,45.5417,9.833121,5895
5538,2011-08-23,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601,25.839999999999996,34.0,15.001299999999999,26.274153,45.5417,9.833121,5895
5539,2011-08-23,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444,25.839999999999996,32.0,8.9981,26.274153,45.5417,9.833121,5895
5540,2011-08-23,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472,25.839999999999996,34.0,15.001299999999999,26.274153,45.5417,9.833121,5895
5541,2011-08-23,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519,25.839999999999996,34.0,12.998000000000001,26.274153,45.5417,9.833121,5895
5542,2011-08-23,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367,23.020000000000003,50.0,15.001299999999999,26.274153,45.5417,9.833121,5895
5543,2011-08-23,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260,22.080000000000002,53.0,16.997899999999998,26.274153,45.5417,9.833121,5895
5544,2011-08-23,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,38,173,211,21.14,56.99999999999999,0.0,26.274153,45.5417,9.833121,5895
5545,2011-08-23,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191,21.14,56.99999999999999,8.9981,26.274153,45.5417,9.833121,5895
5546,2011-08-23,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80,21.14,61.0,8.9981,26.274153,45.5417,9.833121,5895
5547,2011-08-24,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38,21.14,56.99999999999999,8.9981,27.606652999999998,60.5,16.958236,5130
5548,2011-08-24,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24,20.2,60.0,7.0015,27.606652999999998,60.5,16.958236,5130
5549,2011-08-24,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6,19.259999999999998,68.0,8.9981,27.606652999999998,60.5,16.958236,5130
5550,2011-08-24,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1,19.259999999999998,68.0,8.9981,27.606652999999998,60.5,16.958236,5130
5551,2011-08-24,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7,18.320000000000004,73.0,7.0015,27.606652999999998,60.5,16.958236,5130
5552,2011-08-24,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27,18.320000000000004,73.0,7.0015,27.606652999999998,60.5,16.958236,5130
5553,2011-08-24,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0.0,3,105,108,18.320000000000004,73.0,0.0,27.606652999999998,60.5,16.958236,5130
5554,2011-08-24,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308,20.2,64.0,6.0032,27.606652999999998,60.5,16.958236,5130
5555,2011-08-24,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,21.14,69.0,8.9981,27.606652999999998,60.5,16.958236,5130
5556,2011-08-24,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213,22.080000000000002,69.0,16.997899999999998,27.606652999999998,60.5,16.958236,5130
5557,2011-08-24,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146,24.9,57.99999999999999,19.0012,27.606652999999998,60.5,16.958236,5130
5558,2011-08-24,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185,25.839999999999996,54.0,19.999499999999998,27.606652999999998,60.5,16.958236,5130
5559,2011-08-24,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,26.78,55.00000000000001,22.0028,27.606652999999998,60.5,16.958236,5130
5560,2011-08-24,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,56,180,236,27.72,48.0,27.999299999999998,27.606652999999998,60.5,16.958236,5130
5561,2011-08-24,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204,27.72,48.0,27.999299999999998,27.606652999999998,60.5,16.958236,5130
5562,2011-08-24,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204,27.72,48.0,30.002599999999997,27.606652999999998,60.5,16.958236,5130
5563,2011-08-24,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,49,222,271,27.72,52.0,27.999299999999998,27.606652999999998,60.5,16.958236,5130
5564,2011-08-24,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,27.72,52.0,23.9994,27.606652999999998,60.5,16.958236,5130
5565,2011-08-24,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621,26.78,55.00000000000001,19.999499999999998,27.606652999999998,60.5,16.958236,5130
5566,2011-08-24,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440,26.78,55.00000000000001,19.999499999999998,27.606652999999998,60.5,16.958236,5130
5567,2011-08-24,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334,25.839999999999996,57.99999999999999,19.999499999999998,27.606652999999998,60.5,16.958236,5130
5568,2011-08-24,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236,24.9,61.0,23.9994,27.606652999999998,60.5,16.958236,5130
5569,2011-08-24,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181,24.9,65.0,23.9994,27.606652999999998,60.5,16.958236,5130
5570,2011-08-24,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,16,54,70,23.96,69.0,19.999499999999998,27.606652999999998,60.5,16.958236,5130
5571,2011-08-25,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52,23.96,74.0,19.999499999999998,28.050846999999997,77.1667,14.125810999999999,3542
5572,2011-08-25,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15,23.96,69.0,26.0027,28.050846999999997,77.1667,14.125810999999999,3542
5573,2011-08-25,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5,23.96,69.0,26.0027,28.050846999999997,77.1667,14.125810999999999,3542
5574,2011-08-25,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4,23.020000000000003,74.0,22.0028,28.050846999999997,77.1667,14.125810999999999,3542
5575,2011-08-25,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,1,6,7,23.020000000000003,78.0,26.0027,28.050846999999997,77.1667,14.125810999999999,3542
5576,2011-08-25,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26,23.020000000000003,83.0,27.999299999999998,28.050846999999997,77.1667,14.125810999999999,3542
5577,2011-08-25,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102,23.020000000000003,83.0,22.0028,28.050846999999997,77.1667,14.125810999999999,3542
5578,2011-08-25,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,17,296,313,23.96,79.0,22.0028,28.050846999999997,77.1667,14.125810999999999,3542
5579,2011-08-25,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,23,461,484,24.9,74.0,19.999499999999998,28.050846999999997,77.1667,14.125810999999999,3542
5580,2011-08-25,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162,25.839999999999996,70.0,19.999499999999998,28.050846999999997,77.1667,14.125810999999999,3542
5581,2011-08-25,3,0,8,10,0,4,1,2,0.74,0.697,0.66,0.2985,37,105,142,26.78,66.0,19.999499999999998,28.050846999999997,77.1667,14.125810999999999,3542
5582,2011-08-25,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0.0,39,112,151,24.9,79.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
5583,2011-08-25,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0.0,9,32,41,24.9,79.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
5584,2011-08-25,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,7,30,37,24.9,79.0,7.0015,28.050846999999997,77.1667,14.125810999999999,3542
5585,2011-08-25,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0.0,27,86,113,25.839999999999996,74.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
5586,2011-08-25,3,0,8,15,0,4,1,2,0.74,0.697,0.7,0.0,28,104,132,26.78,70.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
5587,2011-08-25,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0.0,16,105,121,25.839999999999996,84.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
5588,2011-08-25,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0.0,28,284,312,25.839999999999996,84.0,0.0,28.050846999999997,77.1667,14.125810999999999,3542
